All Transactions Report Created: 2018-08-15 22:57:58 -0500
,
﻿Filter Criteria:,All Dates
,All Accounts
,Any Status
,Selected Transactions
,
﻿,"Split","Date","Type","Action","Check #","Security","Payee","Description","Category","Comm/Fee","Shares","Amount","Account","Memo/Notes"
﻿,,"4/7/2018","Payment/Deposit","",,"","First Watch","Uncategorized","Uncategorized","",,"-15.90","Matt Checking 0451","DBT PURCHASE ON 04/06 @ 17:23 First Watch Restaurants First Watc"
﻿,,"4/7/2018","Payment/Deposit","",,"","Wal-Mart","Fix Me:WalMart","Fix Me:WalMart","",,"-154.42","Discover 3128(6)",
﻿,,"4/7/2018","Payment/Deposit","",,"","Wal-Mart","Fix Me:WalMart","Fix Me:WalMart","",,"-149.67","Discover 3128(6)",
﻿,,"4/7/2018","Payment/Deposit","",,"","Wal-Mart","Fix Me:WalMart","Fix Me:WalMart","",,"-40.45","Discover 3128(6)",
﻿,,"4/7/2018","Payment/Deposit","",,"","McDonald's","Dining:Terry","Dining:Terry","",,"-4.60","Discover 3128(6)","DBT PURCHASE ON 09/13 @ 13:48 MCDONALD'S F11441 MCDONALD'S F114"
﻿,,"4/7/2018","Payment/Deposit","",,"","KALDI'S-STATELINE PRAIRIE VILLAK","Fix Me","Fix Me","",,"-9.57","Discover 3128(6)",
﻿,,"4/7/2018","Payment/Deposit","",,"","DOLLARTREE KANSAS CITY MO","Fix Me","Fix Me","",,"-36.17","Discover 3128(6)",
﻿,,"4/7/2018","Payment/Deposit","",,"","DOLLAR-GENERAL #2901 WILLARD MO","Fix Me","Fix Me","",,"-22.52","Discover 3128(6)",
﻿,,"4/7/2018","Payment/Deposit","",,"","DOLLAR-GENERAL #2901 WILLARD MO","Fix Me","Fix Me","",,"-13.50","Discover 3128(6)",
﻿,,"4/7/2018","Payment/Deposit","",,"","DOLLAR TREE CLINTON MO","Fix Me","Fix Me","",,"-4.31","Discover 3128(6)",
﻿,,"4/7/2018","Payment/Deposit","",,"","Amazon.com","Fix Me","Fix Me","",,"-271.66","Discover 3128(6)",
﻿,,"4/7/2018","Payment/Deposit","",,"","Amazon.com","Fix Me","Fix Me","",,"-12.49","Discover 3128(6)",
﻿,,"4/7/2018","Payment/Deposit","",,"","Circle K","Uncategorized","Uncategorized","",,"-6.29","Matt Checking 0451","DBT PURCHASE ON 04/07 @ 14:39 PHILLIPS 66 - CIRCLE K PHILLIPS 66"
﻿,,"4/7/2018","Payment/Deposit","",,"","Aarons Family Fun Center Inc","Uncategorized","Uncategorized","",,"-5.50","Matt Checking 0451","DBT PURCHASE ON 04/06 @ 14:31 AARON'S FAMILY FUN CENT AARON'S FA"
﻿,,"4/7/2018","Payment/Deposit","",,"","QT","Auto:Fuel","Auto:Fuel","",,"-2.83","Matt Checking 0451","DBT PURCHASE ON 04/06 @ 16:18 QT 157 02001576 QT 157 02001576 OV"
﻿,,"4/6/2018","Payment/Deposit","",,"","Price Chopper","Groceries","Groceries","",,"-20.94","Sears 9920(29)",
﻿,,"4/6/2018","Payment/Deposit","",,"","Hy Vee","Groceries","Groceries","",,"-2.51","Matt Checking 0451","DBT PURCHASE ON 04/05 @ 12:51 HY VEE GAS 5560 HY VEE GAS 5560 SH"
﻿,,"4/6/2018","Payment/Deposit","",,"","Transfer Money","Transfer:[Checking]","Transfer:[Checking]","",,"250.00","Matt Checking 0451","Electronic Transfer"
﻿,,"4/6/2018","Payment/Deposit","OXfr",,"","Transfer Money","Transfer:[Matt Checking 0451]","Transfer:[Matt Checking 0451]","",,"-250.00","Checking","Electronic Transfer"
﻿,,"4/6/2018","Payment/Deposit","",,"","HELLOFRESH NEW YORK CITYNY","Groceries","Groceries","",,"-59.94","Discover 3128(6)",
﻿,,"4/5/2018","Payment/Deposit","",,"","Price Chopper","Dining:Greg","Dining:Greg","",,"-8.64","Sears 9920(29)",
﻿,,"4/5/2018","Payment/Deposit","",,"","QT","Auto:Fuel","Auto:Fuel","",,"-8.37","Matt Checking 0451","DBT PURCHASE ON 04/04 @ 11:18 QT 197 02001972 QT 197 02001972 KA"
﻿,,"4/5/2018","Payment/Deposit","",,"","Tbo Trf","Transfer:[Checking]","Transfer:[Checking]","",,"30.00","Matt Checking 0451",
﻿,,"4/5/2018","Payment/Deposit","",,"","Tbo Trf","Transfer:[Matt Checking 0451]","Transfer:[Matt Checking 0451]","",,"-30.00","Checking",
﻿,,"4/5/2018","Payment/Deposit","",,"","BLAIR 800-458-6057 MA","Fix Me","Fix Me","",,"-58.03","Discover 3128(6)",
﻿,,"4/5/2018","Payment/Deposit","",,"","THE ATHLETIC CLUB OF O OVERLAND","Membership","Membership","",,"-67.64","Discover 3128(6)",
﻿,,"4/5/2018","Payment/Deposit","",,"","ATT","Utilities:Telephone","Utilities:Telephone","",,"-277.67","Discover 3128(6)","wireless"
﻿,,"4/5/2018","Payment/Deposit","",,"","Campus Crusade for Christ","Charity:Cash:Crusade","Charity:Cash:Crusade","",,"-85.00","Checking","Austin"
﻿,,"4/4/2018","Payment/Deposit","",,"","J Alexanders","Dining:Family","Dining:Family","",,"-129.65","Sears 9920(29)",
﻿,,"4/4/2018","Payment/Deposit","",,"","Hy Vee","Groceries","Groceries","",,"-69.67","Sears 9920(29)",
﻿,,"4/4/2018","Payment/Deposit","",,"","McDonald's","Dining:Greg","Dining:Greg","",,"-7.61","Matt Checking 0451","DBT PURCHASE ON 04/03 @ 15:21 MCDONALD'S F6126 MCDONALD'S F6126"
﻿,,"4/4/2018","Payment/Deposit","",,"","CULVER'S #285 OVERLAND PARKKS","Dining:Family","Dining:Family","",,"-9.26","Discover 3128(6)",
﻿,"S","4/4/2018","Payment/Deposit","EFT",,"","KCPL","Utilities:Gas & Electric","Utilities:Gas & Electric","",,"-156.05","Checking",
﻿,"S","4/4/2018","Payment/Deposit","EFT",,"","KCPL","Insurance:Homeowners","Insurance:Homeowners","",,"-6.41","Checking","surge protection fee"
﻿,"S","4/4/2018","Payment/Deposit","EFT",,"","KCPL","Utilities:Gas & Electric","Utilities:Gas & Electric","",,"0.00","Checking","extra"
﻿,"S","4/4/2018","Payment/Deposit","EFT",,"","KCPL","Fix Me","Fix Me","",,"-2.04","Checking",
﻿,,"4/3/2018","Sell","",,"WELLS FARGO HSA FDIC INSURED NOT COVERED BY SIPC","WELLS FARGO HSA FDIC INSURED NOT COVERED BY SIPC","90.11 shares @ 1.00","Investments:Sell","","-90.11","90.11","Fidelity HSA XX5575",""
﻿,,"4/3/2018","Payment/Deposit","",,"","Price Chopper","Groceries","Groceries","",,"-29.13","Sears 9920(29)",
﻿,,"4/3/2018","Payment/Deposit","",,"","Price Chopper","Dining:Greg","Dining:Greg","",,"-9.61","Sears 9920(29)",
﻿,,"4/3/2018","Payment/Deposit","",,"","Profile","Groceries","Groceries","",,"-78.24","Sears 9920(29)",
﻿,,"4/3/2018","Payment/Deposit","",,"","BLAIR 800-458-6057 MA","Fix Me","Fix Me","",,"-59.95","Discover 3128(6)",
﻿,,"4/3/2018","Payment/Deposit","",,"","BLAIR 800-458-6057 MA","Fix Me","Fix Me","",,"-17.99","Discover 3128(6)",
﻿,,"4/3/2018","Payment/Deposit","",,"","NORMAL DISTR PARTIAL STILES EYEC","Medical:Doctor","Medical:Doctor","",,"-90.11","Fidelity HSA XX5575","NORMAL DISTR PARTIAL STILES EYECARE EXCELLE  OVERLAND PARK KS"
﻿,,"4/3/2018","Payment/Deposit","",,"","Chipotle","Uncategorized","Uncategorized","",,"-8.68","Matt Checking 0451","DBT PURCHASE ON 04/02 @ 23:41 CHIPOTLE 0776 CHIPOTLE 0776 KANSAS"
﻿,,"4/3/2018","Payment/Deposit","",,"","McDonald's","Dining:Greg","Dining:Greg","",,"-7.29","Matt Checking 0451","DBT PURCHASE ON 04/02 @ 21:58 MCDONALD'S F25248 MCDONALD'S F2524"
﻿,,"4/3/2018","Payment/Deposit","",,"","Phillips 66","Auto:Fuel","Auto:Fuel","",,"-6.25","Matt Checking 0451","DBT PURCHASE ON 04/03 @ 13:32 PHILLIPS 66 - METCALF C PHILLIPS 6"
﻿,,"4/3/2018","Payment/Deposit","",,"","QT","Auto:Fuel","Auto:Fuel","",,"-5.72","Matt Checking 0451","DBT PURCHASE ON 04/03 @ 00:03 QT 197 02001972 QT 197 02001972 KA"
﻿,,"4/2/2018","Payment/Deposit","",,"","QT","Auto:Fuel","Auto:Fuel","",,"-45.76","Sears 9920(29)","odyssey"
﻿,,"4/2/2018","Payment/Deposit","",,"","Price Chopper","Dining:Greg","Dining:Greg","",,"-12.70","Sears 9920(29)",
﻿,,"4/2/2018","Payment/Deposit","",,"","DOLLAR TREE OVERLAND PARKKS","Fix Me","Fix Me","",,"-7.09","Discover 3128(6)",
﻿,,"4/2/2018","Payment/Deposit","",,"","Wal-Mart","Fix Me:WalMart","Fix Me:WalMart","",,"43.40","Discover 3128(6)",
﻿,,"4/2/2018","Payment/Deposit","",,"","Amazon.com","Fix Me","Fix Me","",,"-47.83","Discover 3128(6)",
﻿,,"4/2/2018","Payment/Deposit","",,"","Amazon.com","Fix Me","Fix Me","",,"-10.66","Discover 3128(6)",
﻿,,"4/2/2018","Payment/Deposit","",,"","Purchases","Fix Me","Fix Me","",,"-40.06","Costco Visa 5455",
﻿,,"4/2/2018","Payment/Deposit","",,"","Phillips 66","Auto:Fuel","Auto:Fuel","",,"-33.80","Matt Checking 0451","DBT PURCHASE ON 04/01 @ 18:06 PHILLIPS 66 - RUSH HOUR PHILLIPS 6"
﻿,,"4/2/2018","Payment/Deposit","",,"","Hair By Jessie","Groceries","Groceries","",,"-30.00","Matt Checking 0451","DBT PURCHASE ON 04/02 @ 09:41 SQ *HAIR BY JESSIE SQ *HAIR BY JES"
﻿,,"4/2/2018","Payment/Deposit","",,"","Phillips 66","Auto:Fuel","Auto:Fuel","",,"-10.39","Matt Checking 0451","DBT PURCHASE ON 04/02 @ 00:06 PHILLIPS 66 - METCALF C PHILLIPS 6"
﻿,,"4/2/2018","Payment/Deposit","",,"","McDonald's","Dining:Greg","Dining:Greg","",,"-9.01","Matt Checking 0451","DBT PURCHASE ON 03/31 @ 18:45 MCDONALD'S F25248 MCDONALD'S F2524"
﻿,,"4/1/2018","Payment/Deposit","",,"","Price Chopper","Dining:Greg","Dining:Greg","",,"-13.16","Sears 9920(29)",
﻿,,"4/1/2018","Payment/Deposit","",,"","CapFedMortgage2017","Transfer:[Checking]","Transfer:[Checking]","",,"475.39","Escrow2017",
﻿,,"4/1/2018","Payment/Deposit","",,"","CapFedMortgage2017","Transfer:[Checking]","Transfer:[Checking]","",,"0.00","CapFedMortgage2017",
﻿,,"4/1/2018","Payment/Deposit","",,"","CapFedMortgage2017","Transfer:[Checking]","Transfer:[Checking]","",,"437.90","CapFedMortgage2017",
﻿,"S","4/1/2018","Payment/Deposit","Sched",,"","CapFedMortgage2017","Transfer:[CapFedMortgage2017]","Transfer:[CapFedMortgage2017]","",,"-437.90","Checking",
﻿,"S","4/1/2018","Payment/Deposit","Sched",,"","CapFedMortgage2017","Home:Mortgage:Interest","Home:Mortgage:Interest","",,"-693.64","Checking",
﻿,"S","4/1/2018","Payment/Deposit","Sched",,"","CapFedMortgage2017","Transfer:[CapFedMortgage2017]","Transfer:[CapFedMortgage2017]","",,"0.00","Checking",
﻿,"S","4/1/2018","Payment/Deposit","Sched",,"","CapFedMortgage2017","Transfer:[Escrow2017]","Transfer:[Escrow2017]","",,"-475.39","Checking",
﻿,"S","4/1/2018","Payment/Deposit","Sched",,"","CapFedMortgage2017","Uncategorized","Uncategorized","",,"0.00","Checking",
﻿,"S","4/1/2018","Payment/Deposit","Sched",,"","CapFedMortgage2017","Home:Home Insurance","Home:Home Insurance","",,"0.00","Checking",
﻿,"S","4/1/2018","Payment/Deposit","Sched",,"","CapFedMortgage2017","Home:Mortgage:PMI","Home:Mortgage:PMI","",,"0.00","Checking",
﻿,"S","4/1/2018","Payment/Deposit","Sched",,"","CapFedMortgage2017","Home:Mortgage:Mortgage Fees","Home:Mortgage:Mortgage Fees","",,"0.00","Checking",
﻿,"S","4/1/2018","Payment/Deposit","Sched",,"","CapFedMortgage2017","Uncategorized","Uncategorized","",,"-0.07","Checking",
﻿,,"4/1/2018","Payment/Deposit","",,"","Wal-Mart","Fix Me:WalMart","Fix Me:WalMart","",,"23.96","Discover 3128(6)",
﻿,,"4/1/2018","Payment/Deposit","",,"","Netflix.Com","Entertainment","Entertainment","",,"-10.99","Discover 3128(6)",
﻿,,"3/31/2018","Interest Income","",,"",,"Investments:Interest Income","Investments:Interest Income","",,"88.92","IBM Pension",""
﻿,,"3/31/2018","Payment/Deposit","",,"","Promotional Offer","Misc Inc","Misc Inc","",,"32.01","Sears 9920(29)",
﻿,,"3/31/2018","Payment/Deposit","",,"","Balance Adjustment","Cash","Cash","",,"-260.00","Terry Cash","bal 60"
﻿,,"3/31/2018","Payment/Deposit","",,"","Balance Adjustment","Cash","Cash","",,"-35.00","Greg Cash","bal 50"
﻿,,"3/31/2018","Payment/Deposit","",,"","Wal-Mart","Fix Me:WalMart","Fix Me:WalMart","",,"-52.79","Discover 3128(6)",
﻿,,"3/31/2018","Payment/Deposit","",,"","INTEREST CREDITED DEPOSIT","Int Inc","Int Inc","",,"13.23","Savings",
﻿,,"3/31/2018","Payment/Deposit","",,"","STARBUCKS STORE 10034 KANSAS CIT","Dining:Terry","Dining:Terry","",,"-5.36","Discover 3128(6)",
﻿,,"3/31/2018","Payment/Deposit","",,"","Amazon.com","Fix Me","Fix Me","",,"-33.82","Discover 3128(6)",
﻿,,"3/31/2018","Payment/Deposit","",,"","Amazon.com","Fix Me","Fix Me","",,"-33.82","Discover 3128(6)",
﻿,,"3/31/2018","Payment/Deposit","",,"","Amazon.com","Fix Me","Fix Me","",,"-16.99","Discover 3128(6)",
﻿,,"3/31/2018","Payment/Deposit","",,"","Phillips Xoom Phillips","Uncategorized","Uncategorized","",,"-13.14","Matt Checking 0451","DBT PURCHASE ON 03/31 @ 15:30 PHILLIPS 66 - XOOM 66 PHILLIPS 66"
﻿,,"3/31/2018","Payment/Deposit","",,"","QT","Auto:Fuel","Auto:Fuel","",,"-8.67","Matt Checking 0451","DBT PURCHASE ON 03/30 @ 05:23 QT 157 02001576 QT 157 02001576 OV"
﻿,,"3/31/2018","Payment/Deposit","",,"","McDonald's","Dining:Greg","Dining:Greg","",,"-7.61","Matt Checking 0451","DBT PURCHASE ON 03/30 @ 01:09 MCDONALD'S F25248 MCDONALD'S F2524"
﻿,,"3/31/2018","Payment/Deposit","",,"","INTEREST CREDITED DEPOSIT","Int Inc","Int Inc","",,"0.25","Checking",
﻿,,"3/31/2018","Payment/Deposit","",,"","Tbo Trf","Transfer:[Checking]","Transfer:[Checking]","",,"140.00","Matt Checking 0451",
﻿,,"3/31/2018","Payment/Deposit","",,"","Tbo Trf","Transfer:[Matt Checking 0451]","Transfer:[Matt Checking 0451]","",,"-140.00","Checking",
﻿,,"3/30/2018","Buy","",,"WELLS FARGO HSA FDIC INSURED NOT COVERED BY SIPC","WELLS FARGO HSA FDIC INSURED NOT COVERED BY SIPC","262.5 shares @ 1.00","Investments:Buy","","262.5","-262.50","Fidelity HSA XX5575",""
﻿,,"3/30/2018","Payment/Deposit","",,"","Returns","Fix Me","Fix Me","",,"12.88","Kohls 3215(25)",
﻿,,"3/30/2018","Payment/Deposit","",,"","Price Chopper","Dining:Greg","Dining:Greg","",,"-5.42","Sears 9920(29)",
﻿,,"3/30/2018","Payment/Deposit","",,"","Hen House","Dining:Greg","Dining:Greg","",,"-7.24","Sears 9920(29)",
﻿,,"3/30/2018","Payment/Deposit","",,"","WILD BIRDS UNLIMITED LEAWOOD KS","Fix Me","Fix Me","",,"-32.03","Discover 3128(6)",
﻿,,"3/30/2018","Payment/Deposit","",,"","Wal-Mart","Fix Me:WalMart","Fix Me:WalMart","",,"-168.36","Discover 3128(6)",
﻿,,"3/30/2018","Payment/Deposit","",,"","Wal-Mart","Fix Me:WalMart","Fix Me:WalMart","",,"-12.66","Discover 3128(6)",
﻿,,"3/30/2018","Payment/Deposit","",,"","Wal-Mart","Fix Me:WalMart","Fix Me:WalMart","",,"-5.63","Discover 3128(6)",
﻿,,"3/30/2018","Payment/Deposit","",,"","ULTA #643 OVERLAND PARKKS","Fix Me","Fix Me","",,"-75.20","Discover 3128(6)",
﻿,,"3/30/2018","Payment/Deposit","",,"","OFF BROADWAY SHOES #5106 OVERLAN","Clothing","Clothing","",,"-63.02","Discover 3128(6)",
﻿,,"3/30/2018","Payment/Deposit","",,"","MANS BEST FRIEND BELTON MO","Pets","Pets","",,"-56.00","Discover 3128(6)",
﻿,,"3/30/2018","Payment/Deposit","",,"","Amoco","Uncategorized","Uncategorized","",,"-8.09","Matt Checking 0451","DBT PURCHASE ON 03/30 @ 02:01 BP#9497579GARYS AMOCO BP#9497579GA"
﻿,,"3/30/2018","Payment/Deposit","",,"","Phillips Xoom Phillips","Uncategorized","Uncategorized","",,"-3.19","Matt Checking 0451","DBT PURCHASE ON 03/30 @ 18:53 PHILLIPS 66 - XOOM 66 PHILLIPS 66"
﻿,,"3/30/2018","Payment/Deposit","",,"","UPS","Uncategorized","Uncategorized","",,"-2.12","Matt Checking 0451","DBT PURCHASE ON 03/29 @ 00:05 THE UPS STORE 4324 THE UPS STORE 4"
﻿,,"3/30/2018","Payment/Deposit","",,"","Withdrawal","Transfer:[Checking]","Transfer:[Checking]","",,"60.00","Terry Cash",
﻿,,"3/30/2018","Payment/Deposit","",,"","Withdrawal","Transfer:[Terry Cash]","Transfer:[Terry Cash]","",,"-60.00","Checking",
﻿,,"3/30/2018","Payment/Deposit","",,"","IBM Paycheck","Transfer:[Savings]","Transfer:[Savings]","",,"262.50","Fidelity HSA XX5575","Medical savings plan"
﻿,,"3/30/2018","Payment/Deposit","",,"","IBM Paycheck","Transfer:[Savings]","Transfer:[Savings]","",,"339.20","IBM 401k Fidelity","contribution"
﻿,"S","3/30/2018","Payment/Deposit","Deposit",,"","IBM Paycheck","Salary","Salary","",,"5,653.25","Savings","Gross pay"
﻿,"S","3/30/2018","Payment/Deposit","Deposit",,"","IBM Paycheck","Salary","Salary","",,"78.54","Savings","Life Insurance (implied)"
﻿,"S","3/30/2018","Payment/Deposit","Deposit",,"","IBM Paycheck","Tax:Medicare","Tax:Medicare","",,"-77.39","Savings","Paycheck"
﻿,"S","3/30/2018","Payment/Deposit","Deposit",,"","IBM Paycheck","Tax:Soc Sec","Tax:Soc Sec","",,"-330.90","Savings","Paycheck"
﻿,"S","3/30/2018","Payment/Deposit","Deposit",,"","IBM Paycheck","Tax:Fed","Tax:Fed","",,"-427.03","Savings","Paycheck"
﻿,"S","3/30/2018","Payment/Deposit","Deposit",,"","IBM Paycheck","Tax:Kansas","Tax:Kansas","",,"-202.22","Savings","Paycheck"
﻿,"S","3/30/2018","Payment/Deposit","Deposit",,"","IBM Paycheck","Transfer:[IBM 401k Fidelity]","Transfer:[IBM 401k Fidelity]","",,"-339.20","Savings","contribution"
﻿,"S","3/30/2018","Payment/Deposit","Deposit",,"","IBM Paycheck","Insurance:Medical","Insurance:Medical","",,"-132.22","Savings","Health care (medical + dental)"
﻿,"S","3/30/2018","Payment/Deposit","Deposit",,"","IBM Paycheck","Transfer:[Fidelity HSA XX5575]","Transfer:[Fidelity HSA XX5575]","",,"-262.50","Savings","Medical savings plan"
﻿,"S","3/30/2018","Payment/Deposit","Deposit",,"","IBM Paycheck","Insurance:Life","Insurance:Life","",,"-79.72","Savings","Life Insurance"
﻿,"S","3/30/2018","Payment/Deposit","Deposit",,"","IBM Paycheck","Insurance:Life","Insurance:Life","",,"-78.54","Savings","LIfe Insurance (implied)"
﻿,"S","3/30/2018","Payment/Deposit","Deposit",,"","IBM Paycheck","Fix Me","Fix Me","",,"733.22","Savings","Paycheck"
﻿,,"3/30/2018","Payment/Deposit","Deposit",,"","IBM Match","Misc Inc","Misc Inc","",,"450.00","Deferred 401k Match","IBM Match"
﻿,,"3/29/2018","Dividend Income","",,"MMDA1","MMDA1","Investments:Dividend Income","Investments:Dividend Income","",,"0.99","TD IRA Ameritrade","MONEY MARKET INTEREST"
﻿,,"3/29/2018","Reinvest Dividend","",,"Vanguard LT TREASURY ADM","Vanguard LT TREASURY ADM","23.205 shares @ 11.880198","Investments:Reinvest Dividend","","23.205","0.00","IBM 401k Fidelity","DIVIDEND;VANG LT TREASURY ADM OQAX;as of 03/29/2018"
﻿,,"3/29/2018","Buy","",,"Vanguard LT TREASURY ADM","Vanguard LT TREASURY ADM","14.276 shares @ 11.880078","Investments:Buy","","14.276","-169.60","IBM 401k Fidelity","CONTRIBUTION;VANG LT TREASURY ADM OQAX;as of 03/29/2018"
﻿,,"3/29/2018","Buy","",,"Stable Value","Stable Value","25.559 shares @ 6.635627","Investments:Buy","","25.559","-169.60","IBM 401k Fidelity","CONTRIBUTION;INTEREST INCOME FUND OJFA;as of 03/29/2018"
﻿,,"3/29/2018","Dividend Income","",,"MMDA1","MMDA1","Investments:Dividend Income","Investments:Dividend Income","",,"0.02","GD IRA Ameritrade","MONEY MARKET INTEREST"
﻿,,"3/29/2018","Buy","",,"WELLS FARGO HSA FDIC INSURED NOT COVERED BY SIPC","WELLS FARGO HSA FDIC INSURED NOT COVERED BY SIPC","0.17 shares @ 1.00","Investments:Buy","","0.17","-0.17","Fidelity HSA XX5575",""
﻿,,"3/29/2018","Payment/Deposit","",,"","HAWTHORNE ANIMAL HOSPITA OVERLAN","Pets","Pets","",,"-25.70","Discover 3128(6)",
﻿,,"3/29/2018","Payment/Deposit","",,"","BURLNGTON STORES862 OVERLAND PAR","Fix Me","Fix Me","",,"-24.08","Discover 3128(6)",
﻿,,"3/29/2018","Payment/Deposit","",,"","AMAZON SERVICES-KINDLE 866-321-8","Books","Books","",,"-9.95","Discover 3128(6)",
﻿,,"3/29/2018","Payment/Deposit","",,"","9640 AMC ONLINE 888-440-4262 KS","Entertainment","Entertainment","",,"-23.98","Discover 3128(6)","MD/tracy imagine"
﻿,,"3/29/2018","Payment/Deposit","",,"","Interest Earned","Uncategorized","Uncategorized","",,"0.17","Fidelity HSA XX5575","INTEREST EARNED"
﻿,,"3/29/2018","Payment/Deposit","",,"","Phillips 66","Fix Me","Fix Me","",,"-7.22","Matt Checking 0451","DBT PURCHASE ON 03/29 @ 12:40 PHILLIPS 66 - MARTIN CI PHILLIPS 6"
﻿,,"3/29/2018","Payment/Deposit","",,"","Neighborhood Storage","Travel","Travel","",,"-5.73","Matt Checking 0451","DBT PURCHASE ON 03/28 @ 03:28 NEIGHBORHOOD STORE NEIGHBORHOOD ST"
﻿,,"3/29/2018","Payment/Deposit","",,"","QT","Fix Me","Fix Me","",,"-4.30","Matt Checking 0451","DBT PURCHASE ON 03/28 @ 11:10 QT 197 02001972 QT 197 02001972 KA"
﻿,,"3/29/2018","Payment/Deposit","",,"","Tbo Trf","Fix Me","Fix Me","",,"-250.00","Checking","MD loan"
﻿,,"3/28/2018","Payment/Deposit","",,"","Purchases","Fix Me","Fix Me","",,"-28.91","Kohls 3215(25)",
﻿,,"3/28/2018","Payment/Deposit","",,"","Returns","Fix Me","Fix Me","",,"52.79","Kohls 3215(25)",
﻿,,"3/28/2018","Payment/Deposit","",,"","Returns","Fix Me","Fix Me","",,"95.08","Kohls 3215(25)",
﻿,,"3/28/2018","Payment/Deposit","",,"","Returns","Fix Me","Fix Me","",,"17.46","Kohls 3215(25)",
﻿,,"3/28/2018","Payment/Deposit","",,"","Returns","Fix Me","Fix Me","",,"51.74","Kohls 3215(25)",
﻿,,"3/28/2018","Payment/Deposit","",,"","Returns","Fix Me","Fix Me","",,"26.74","Kohls 3215(25)",
﻿,,"3/28/2018","Payment/Deposit","",,"","Price Chopper","Dining:Greg","Dining:Greg","",,"-6.50","Sears 9920(29)",
﻿,,"3/28/2018","Payment/Deposit","",,"","Wal-Mart","Fix Me:WalMart","Fix Me:WalMart","",,"-14.58","Discover 3128(6)",
﻿,,"3/28/2018","Payment/Deposit","",,"","Tbo Trf","Transfer:[Matt Checking 0451]","Transfer:[Matt Checking 0451]","",,"-40.00","Checking",
﻿,,"3/28/2018","Payment/Deposit","",,"","Tbo Trf","Transfer:[Checking]","Transfer:[Checking]","",,"40.00","Matt Checking 0451",
﻿,,"3/28/2018","Payment/Deposit","",,"","Fairfield","Vacation","Vacation","",,"-175.75","Checking","Vacation fees"
﻿,,"3/27/2018","Payment/Deposit","",,"","Purchases","Fix Me","Fix Me","",,"-291.02","Kohls 3215(25)",
﻿,,"3/27/2018","Payment/Deposit","",,"","Profile","Groceries","Groceries","",,"-49.29","Sears 9920(29)",
﻿,,"3/27/2018","Payment/Deposit","",,"","Price Chopper","Dining:Greg","Dining:Greg","",,"-7.41","Sears 9920(29)",
﻿,,"3/27/2018","Payment/Deposit","",,"","McDonald's","Dining:Terry","Dining:Terry","",,"-6.81","Discover 3128(6)","DBT PURCHASE ON 09/13 @ 13:48 MCDONALD'S F11441 MCDONALD'S F114"
﻿,,"3/27/2018","Payment/Deposit","",,"","SQ *ALWAYS CHIC SALON RAYMORE MO","Personal","Personal","",,"-102.00","Discover 3128(6)","TD hair"
﻿,,"3/27/2018","Payment/Deposit","",,"","APL* ITUNES.COM/BILL 866-712-775","Entertainment","Entertainment","",,"-16.35","Discover 3128(6)","HBO"
﻿,,"3/27/2018","Payment/Deposit","",,"","Amazon.com","Fix Me","Fix Me","",,"-41.35","Discover 3128(6)",
﻿,,"3/27/2018","Payment/Deposit","",,"","Discover Card (4221)","Transfer:[Checking]","Transfer:[Checking]","",,"776.00","Discover4221(6)","payment"
﻿,,"3/27/2018","Payment/Deposit","",,"","Discover Card (4221)","Transfer:[Discover4221(6)]","Transfer:[Discover4221(6)]","",,"-776.00","Checking","payment"
﻿,,"3/27/2018","Payment/Deposit","",,"","Discover Card","Transfer:[Checking]","Transfer:[Checking]","",,"2,734.03","Discover 3128(6)","payment (auto)"
