All Transactions Report Created: 2018-08-15 22:58:52 -0500
,
﻿Filter Criteria:,All Dates
,All Accounts
,Any Status
,Selected Transactions
,
﻿,"Split","Date","Type","Action","Check #","Security","Payee","Description","Category","Comm/Fee","Shares","Amount","Account","Memo/Notes"
﻿,,"10/10/2017","Payment/Deposit","",,"","DBT PURCHASE ON 10/09 @ 13:51 DO","Uncategorized","Uncategorized","",,"-10.99","Matt Checking 0451","DBT PURCHASE ON 10/09 @ 13:51 DOS DE OROS TAQUERIA DOS DE OROS T"
﻿,,"10/10/2017","Payment/Deposit","",,"","QT","Auto:Fuel","Auto:Fuel","",,"-5.53","Matt Checking 0451","DBT PURCHASE ON 10/09 @ 17:34 QT WIRELESS CONNECTIONS QT WIRELES"
﻿,,"10/10/2017","Payment/Deposit","",,"","QT","Auto:Fuel","Auto:Fuel","",,"-4.77","Matt Checking 0451","DBT PURCHASE ON 10/09 @ 17:34 QT WIRELESS CONNECTIONS QT WIRELES"
﻿,,"10/9/2017","Payment/Deposit","",,"","SUBURBAN LAWN AND GARDEN KANSAS","Household:Landscape","Household:Landscape","",,"-181.68","Discover 3128(6)",
﻿,,"10/9/2017","Payment/Deposit","",,"","Wal-Mart","Fix Me:WalMart","Fix Me:WalMart","",,"-61.11","Discover 3128(6)",
﻿,,"10/9/2017","Payment/Deposit","",,"","Wal-Mart","Fix Me:WalMart","Fix Me:WalMart","",,"-48.65","Discover 3128(6)",
﻿,,"10/9/2017","Payment/Deposit","",,"","SUBURBAN LAWN AND GARDEN KANSAS","Household:Landscape","Household:Landscape","",,"-32.66","Discover 3128(6)",
﻿,,"10/9/2017","Payment/Deposit","",,"","SUBURBAN LAWN AND GARDEN KANSAS","Household:Landscape","Household:Landscape","",,"-32.66","Discover 3128(6)",
﻿,,"10/9/2017","Payment/Deposit","",,"","Wal-Mart","Fix Me:WalMart","Fix Me:WalMart","",,"-69.82","Discover4221(6)",
﻿,,"10/9/2017","Payment/Deposit","",,"","MR GYROS RESTAURANT OLATHE KS","Dining:Greg","Dining:Greg","",,"-8.72","Discover4221(6)",
﻿,,"10/9/2017","Payment/Deposit","",,"","Express Stop","Uncategorized","Uncategorized","",,"-32.57","Matt Checking 0451","DBT PURCHASE ON 10/09 @ 20:11 CONOCO - EXPRESS STOP CONOCO - EXP"
﻿,,"10/9/2017","Payment/Deposit","",,"","KwikShop","Uncategorized","Uncategorized","",,"-8.92","Matt Checking 0451","DBT PURCHASE ON 10/08 @ 01:35 KWIK SHOP #0782 Q79 KWIK SHOP #078"
﻿,,"10/9/2017","Payment/Deposit","",,"","Cinetopia Prairiefir Cinetopia","Uncategorized","Uncategorized","",,"-5.00","Matt Checking 0451","DBT PURCHASE ON 10/07 @ 14:31 CINETOPIA PRAIRIEFIR CINETOPIA PRA"
﻿,,"10/9/2017","Payment/Deposit","",,"","McDonald's","Dining:Greg","Dining:Greg","",,"-4.35","Matt Checking 0451","DBT PURCHASE ON 10/08 @ 16:49 MCDONALD'S F13765 MCDONALD'S F1376"
﻿,,"10/9/2017","Payment/Deposit","",,"","QT","Auto:Fuel","Auto:Fuel","",,"-3.69","Matt Checking 0451","DBT PURCHASE ON 10/08 @ 05:08 QT 197 02001972 QT 197 02001972 KA"
﻿,,"10/9/2017","Payment/Deposit","",,"","QT","Auto:Fuel","Auto:Fuel","",,"-1.78","Matt Checking 0451","DBT PURCHASE ON 10/09 @ 19:05 QT 197 02001972 QT 197 02001972 KA"
﻿,,"10/9/2017","Payment/Deposit","",,"","QT","Auto:Fuel","Auto:Fuel","",,"-0.94","Matt Checking 0451","DBT PURCHASE ON 10/09 @ 19:23 QT 227 02002277 QT 227 02002277 KA"
﻿,,"10/9/2017","Payment/Deposit","",,"","Wal-Mart","Fix Me:WalMart","Fix Me:WalMart","",,"11.86","Discover4221(6)",
﻿,,"10/8/2017","Payment/Deposit","",,"","Sunset Grill","Dining:Family","Dining:Family","",,"-25.46","Sears 9920(29)",
﻿,,"10/8/2017","Payment/Deposit","",,"","HALLMARK CREATIONS #771 LEAWOOD","Fix Me","Fix Me","",,"-12.56","Discover 3128(6)",
﻿,,"10/8/2017","Payment/Deposit","",,"","SKECHERS-USA #538 OVERLAND PARKK","Fix Me","Fix Me","",,"147.26","Discover 3128(6)",
﻿,,"10/8/2017","Payment/Deposit","",,"","TUESDAY MORNING # 0569 KANSAS CI","Fix Me","Fix Me","",,"13.05","Discover 3128(6)",
﻿,,"10/8/2017","Payment/Deposit","",,"","Home Depot","Fix Me","Fix Me","",,"12.97","Discover 3128(6)",
﻿,,"10/8/2017","Payment/Deposit","",,"","QT","Auto:Fuel","Auto:Fuel","",,"-30.80","Matt Checking 0451","DBT PURCHASE ON 10/07 @ 02:29 QT 197 02001972 QT 197 02001972 KA"
﻿,,"10/8/2017","Payment/Deposit","",,"","K C Smoke & Vape","Uncategorized","Uncategorized","",,"-24.44","Matt Checking 0451","DBT PURCHASE ON 10/06 @ 00:36 IN *KC SMOKE & VAPE IN *KC SMOKE &"
﻿,,"10/8/2017","Payment/Deposit","",,"","Sp Arizona Trading","Clothing","Clothing","",,"-19.16","Matt Checking 0451","DBT PURCHASE ON 10/07 @ 01:06 SP * ARIZONA TRADING C SP * ARIZON"
﻿,,"10/8/2017","Payment/Deposit","",,"","QT","Auto:Fuel","Auto:Fuel","",,"-10.84","Matt Checking 0451","DBT PURCHASE ON 10/07 @ 13:09 QT WIRELESS CONNECTIONS QT WIRELES"
﻿,,"10/8/2017","Payment/Deposit","",,"","Burger King","Uncategorized","Uncategorized","",,"-7.52","Matt Checking 0451","DBT PURCHASE ON 10/08 @ 19:00 SY8 BURGER KING #1288012013640 MET"
﻿,,"10/8/2017","Payment/Deposit","",,"","QT","Auto:Fuel","Auto:Fuel","",,"-6.30","Matt Checking 0451","DBT PURCHASE ON 10/07 @ 13:09 QT WIRELESS CONNECTIONS QT WIRELES"
﻿,,"10/8/2017","Payment/Deposit","",,"","Pina's Liquor","Uncategorized","Uncategorized","",,"-2.15","Matt Checking 0451","DBT PURCHASE ON 10/06 @ 09:34 Pinas Liquor Pinas Liquor KANSAS C"
﻿,,"10/8/2017","Payment/Deposit","",,"","Discover Card (4221)","Transfer:[Checking]","Transfer:[Checking]","",,"20,112.94","Discover4221(6)","payment"
﻿,,"10/8/2017","Payment/Deposit","",,"","Discover Card (4221)","Transfer:[Discover4221(6)]","Transfer:[Discover4221(6)]","",,"-20,112.94","Checking","payment"
﻿,,"10/7/2017","Payment/Deposit","",,"","Wal-Mart","Fix Me:WalMart","Fix Me:WalMart","",,"-50.23","Sears 9920(29)",
﻿,,"10/7/2017","Payment/Deposit","",,"","Wal-Mart","Fix Me:WalMart","Fix Me:WalMart","",,"-42.01","Discover 3128(6)",
﻿,,"10/7/2017","Payment/Deposit","",,"","PAYPAL *BEDBATHBEY 402-935-7733","Fix Me","Fix Me","",,"-69.81","Discover 3128(6)",
﻿,,"10/7/2017","Payment/Deposit","",,"","HELLOFRESH NEW YORK CITYNY","Groceries","Groceries","",,"-59.94","Discover 3128(6)",
﻿,,"10/7/2017","Payment/Deposit","",,"","PP*HEALTHITAN SAN JOSE CA","Personal","Personal","",,"-46.47","Discover 3128(6)",
﻿,,"10/7/2017","Payment/Deposit","",,"","MICHAELS STORES 5707 KANSAS CITY","Fix Me","Fix Me","",,"-29.94","Discover 3128(6)",
﻿,,"10/7/2017","Payment/Deposit","",,"","Big Lots","Fix Me","Fix Me","",,"-25.43","Discover 3128(6)",
﻿,,"10/7/2017","Payment/Deposit","",,"","PAYPAL *NATIVE 402-935-7733 CA","Fix Me","Fix Me","",,"-24.30","Discover 3128(6)",
﻿,,"10/7/2017","Payment/Deposit","",,"","Home Depot","Fix Me","Fix Me","",,"-22.76","Discover 3128(6)",
﻿,,"10/7/2017","Payment/Deposit","",,"","Home Depot","Fix Me","Fix Me","",,"-19.57","Discover 3128(6)",
﻿,,"10/7/2017","Payment/Deposit","",,"","Lowe's","Fix Me","Fix Me","",,"-13.01","Discover 3128(6)","DBT PURCHASE ON 08/12 @ 05:56 LOWES #01623* LOWES #01623* KANSA"
﻿,,"10/7/2017","Payment/Deposit","",,"","Wendy's","Dining:Terry","Dining:Terry","",,"-7.30","Discover 3128(6)",
﻿,,"10/7/2017","Payment/Deposit","",,"","APPLEBEES 099079105491 OVERLAND","Dining:Family","Dining:Family","",,"-30.00","Discover4221(6)",
﻿,,"10/7/2017","Payment/Deposit","",,"","Tbo Trf","Uncategorized","Uncategorized","",,"-250.00","Matt Checking 0451",
﻿,,"10/7/2017","Payment/Deposit","",,"","Planet Sub","Uncategorized","Uncategorized","",,"-6.66","Matt Checking 0451","DBT PURCHASE ON 10/06 @ 08:22 PLANET SUB PLANET SUB KANSAS CITY"
﻿,,"10/7/2017","Payment/Deposit","",,"","Phillips Royal Llc","Uncategorized","Uncategorized","",,"-5.70","Matt Checking 0451","DBT PURCHASE ON 10/07 @ 10:57 PHILLIPS 66 - ROYAL LLC PHILLIPS 6"
﻿,,"10/7/2017","Payment/Deposit","",,"","QT","Auto:Fuel","Auto:Fuel","",,"-4.77","Matt Checking 0451","DBT PURCHASE ON 10/06 @ 19:34 QT WIRELESS CONNECTIONS QT WIRELES"
﻿,,"10/7/2017","Payment/Deposit","",,"","QT","Auto:Fuel","Auto:Fuel","",,"-2.72","Matt Checking 0451","DBT PURCHASE ON 10/06 @ 20:56 QT 178 02001782 QT 178 02001782 KA"
﻿,,"10/7/2017","Payment/Deposit","",,"","QT","Auto:Fuel","Auto:Fuel","",,"-1.78","Matt Checking 0451","DBT PURCHASE ON 10/06 @ 22:22 QT 190 02001907 QT 190 02001907 KA"
﻿,,"10/7/2017","Payment/Deposit","Deposit",,"","ATM Village Seville","Fix Me","Fix Me","",,"50.00","Checking","ATM VILLAGE SEVILLE 13100 STATE LINE ROAD LEAWOOD KS CARD NBR: -"
﻿,,"10/6/2017","Payment/Deposit","",,"","Wal-Mart","Fix Me:WalMart","Fix Me:WalMart","",,"25.94","Sears 9920(29)",
﻿,,"10/6/2017","Payment/Deposit","",,"","Interest","Int Exp","Int Exp","",,"-279.62","Discover4221(6)",
﻿,,"10/6/2017","Payment/Deposit","",,"","Team Green Lawn","Uncategorized","Uncategorized","",,"517.16","Matt Checking 0451",
﻿,,"10/5/2017","Payment/Deposit","",,"","Wal-Mart","Fix Me:WalMart","Fix Me:WalMart","",,"-11.82","Discover4221(6)",
﻿,,"10/5/2017","Payment/Deposit","",,"","K C Smoke & Vape","Uncategorized","Uncategorized","",,"-24.44","Matt Checking 0451","DBT PURCHASE ON 10/03 @ 00:01 IN *KC SMOKE & VAPE IN *KC SMOKE &"
﻿,,"10/5/2017","Payment/Deposit","",,"","THE ATHLETIC CLUB OF O OVERLAND","Membership","Membership","",,"-67.64","Discover 3128(6)",
﻿,,"10/5/2017","Payment/Deposit","",,"","Campus Crusade for Christ","Charity:Cash:Crusade","Charity:Cash:Crusade","",,"-85.00","Checking","Austin"
﻿,,"10/5/2017","Payment/Deposit","",,"","ATT","Utilities:Telephone","Utilities:Telephone","",,"-277.12","Discover 3128(6)","wireless"
﻿,,"10/4/2017","Sell","",,"WELLS FARGO HSA FDIC INSURED NOT COVERED BY SIPC","WELLS FARGO HSA FDIC INSURED NOT COVERED BY SIPC","5.58 shares @ 1.00","Investments:Sell","","-5.58","5.58","Fidelity HSA XX5575",""
﻿,,"10/4/2017","Payment/Deposit","",,"","Hy Vee","Groceries","Groceries","",,"-36.84","Sears 9920(29)",
﻿,,"10/4/2017","Payment/Deposit","",,"","AT HOME STORE #114 OLATHE KS","Fix Me","Fix Me","",,"-89.70","Discover 3128(6)",
﻿,,"10/4/2017","Payment/Deposit","",,"","Big Lots","Fix Me","Fix Me","",,"-83.75","Discover 3128(6)",
﻿,,"10/4/2017","Payment/Deposit","",,"","McDonald's","Dining","Dining","",,"-6.86","Discover 3128(6)","DBT PURCHASE ON 09/13 @ 13:48 MCDONALD'S F11441 MCDONALD'S F114"
﻿,,"10/4/2017","Payment/Deposit","",,"","Popeyes","Dining:Greg","Dining:Greg","",,"-7.00","Discover4221(6)",
﻿,,"10/4/2017","Payment/Deposit","",,"","SANFORD PROFILE 11082 OLATHE KS","Groceries","Groceries","",,"-95.36","Discover 3128(6)",
﻿,,"10/4/2017","Payment/Deposit","",,"","Lowe's","Fix Me","Fix Me","",,"-49.37","Discover 3128(6)","DBT PURCHASE ON 08/12 @ 05:56 LOWES #01623* LOWES #01623* KANSA"
﻿,,"10/4/2017","Payment/Deposit","",,"","CVS Pharmacy","Medical:Medicine","Medical:Medicine","",,"-5.58","Fidelity HSA XX5575","NORMAL DISTR PARTIAL CVS/PHARMACY #08237     LEAWOOD       KS"
﻿,,"10/4/2017","Payment/Deposit","",,"","Taco Bell","Dining:Terry","Dining:Terry","",,"-7.26","Matt Checking 0451","DBT PURCHASE ON 10/04 @ 21:41 TACO BELL 002200229286 TACO BELL 0"
﻿,,"10/4/2017","Payment/Deposit","",,"","Aramark","Uncategorized","Uncategorized","",,"-5.75","Matt Checking 0451","DBT PURCHASE ON 09/30 @ 17:55 ARAMARK KAUFFMAN STADIU ARAMARK KA"
﻿,,"10/4/2017","Payment/Deposit","",,"","QT","Auto:Fuel","Auto:Fuel","",,"-5.45","Matt Checking 0451","DBT PURCHASE ON 10/03 @ 00:36 QT 210 02002103 QT 210 02002103 OV"
﻿,,"10/4/2017","Payment/Deposit","",,"","QT","Auto:Fuel","Auto:Fuel","",,"-2.83","Matt Checking 0451","DBT PURCHASE ON 10/03 @ 23:24 QT 157 02001576 QT 157 02001576 OV"
﻿,,"10/3/2017","Payment/Deposit","",,"","Interest","Int Exp","Int Exp","",,"-37.53","Apple Rewards 2672(3)",
﻿,,"10/3/2017","Payment/Deposit","",,"","PAYPAL *POWERLIXSF 402-935-7733","Fix Me","Fix Me","",,"-15.30","Discover 3128(6)",
﻿,,"10/3/2017","Payment/Deposit","",,"","Panda Express","Dining:Greg","Dining:Greg","",,"-7.77","Discover4221(6)",
﻿,,"10/3/2017","Payment/Deposit","",,"","Progressive","Uncategorized","Uncategorized","",,"-489.21","Matt Checking 0451","DBT PURCHASE ON 10/03 @ 20:30 PROGRESSIVE *INSURANCE PROGRESSIVE"
﻿,,"10/3/2017","Payment/Deposit","",,"","Tbo Trf","Uncategorized","Uncategorized","",,"12.00","Matt Checking 0451",
﻿,,"10/3/2017","Payment/Deposit","",,"","Phillips 66","Auto:Fuel","Auto:Fuel","",,"-8.61","Matt Checking 0451","DBT PURCHASE ON 10/03 @ 17:52 PHILLIPS 66 - RILEYS FU PHILLIPS 6"
﻿,,"10/3/2017","Payment/Deposit","",,"","Wal-Mart","Fix Me:WalMart","Fix Me:WalMart","",,"-6.96","Matt Checking 0451","DBT PURCHASE ON 10/03 @ 21:51 WAL Wal-Mart Super 4405452955 WAL-"
﻿,,"10/3/2017","Payment/Deposit","",,"","Bp","Uncategorized","Uncategorized","",,"-1.71","Matt Checking 0451","DBT PURCHASE ON 10/03 @ 05:19 BP#9496811WESTPORT PLAZ BP#9496811"
﻿,,"10/3/2017","Payment/Deposit","",,"","QT","Auto:Fuel","Auto:Fuel","",,"-1.19","Matt Checking 0451","DBT PURCHASE ON 10/02 @ 11:52 QT 210 02002103 QT 210 02002103 OV"
﻿,,"10/3/2017","Payment/Deposit","",,"","Phillips 66","Auto:Fuel","Auto:Fuel","",,"-1.07","Matt Checking 0451","DBT PURCHASE ON 10/03 @ 11:31 PHILLIPS 66 - MINIT MAR PHILLIPS 6"
﻿,,"10/2/2017","Payment/Deposit","",,"","Purchases","Fix Me","Fix Me","",,"-197.41","Kohls 3215(25)",
﻿,,"10/2/2017","Payment/Deposit","",,"","Hen House","Groceries","Groceries","",,"-34.41","Sears 9920(29)",
﻿,,"10/2/2017","Payment/Deposit","",,"","QT","Auto:Fuel","Auto:Fuel","",,"-50.00","Matt Checking 0451","DBT PURCHASE ON 10/01 @ 06:12 QT WIRELESS CONNECTIONS QT WIRELES"
﻿,,"10/2/2017","Payment/Deposit","",,"","Phillips 66","Auto:Fuel","Auto:Fuel","",,"-8.61","Matt Checking 0451","DBT PURCHASE ON 10/02 @ 19:13 PHILLIPS 66 - RILEYS FU PHILLIPS 6"
﻿,,"10/2/2017","Payment/Deposit","",,"","QT","Auto:Fuel","Auto:Fuel","",,"-4.61","Matt Checking 0451","DBT PURCHASE ON 10/01 @ 06:12 QT WIRELESS CONNECTIONS QT WIRELES"
﻿,,"10/2/2017","Payment/Deposit","",,"","QT","Auto:Fuel","Auto:Fuel","",,"-3.69","Matt Checking 0451","DBT PURCHASE ON 10/01 @ 04:21 QT 197 02001972 QT 197 02001972 KA"
﻿,,"10/2/2017","Payment/Deposit","",,"","QT","Auto:Fuel","Auto:Fuel","",,"-1.47","Matt Checking 0451","DBT PURCHASE ON 10/02 @ 18:51 QT 245 02002459 QT 245 02002459 IN"
﻿,"S","10/2/2017","Payment/Deposit","EFT",,"","KCPL","Utilities:Gas & Electric","Utilities:Gas & Electric","",,"-156.05","Checking",
﻿,"S","10/2/2017","Payment/Deposit","EFT",,"","KCPL","Insurance:Homeowners","Insurance:Homeowners","",,"-6.41","Checking","surge protection fee"
﻿,"S","10/2/2017","Payment/Deposit","EFT",,"","KCPL","Utilities:Gas & Electric","Utilities:Gas & Electric","",,"-131.04","Checking","extra"
﻿,,"10/2/2017","Payment/Deposit","",,"","Discover Card (4221)","Transfer:[Checking]","Transfer:[Checking]","",,"385.00","Discover4221(6)","payment (auto)"
﻿,,"10/2/2017","Payment/Deposit","",,"","Discover Card (4221)","Transfer:[Discover4221(6)]","Transfer:[Discover4221(6)]","",,"-385.00","Checking","payment (auto)"
﻿,,"10/1/2017","Payment/Deposit","",,"","Purchases","Fix Me","Fix Me","",,"-24.38","Kohls 3215(25)",
﻿,,"10/1/2017","Payment/Deposit","",,"","ARAMARK KAUFFMAN STADIUM KANSAS","Fix Me","Fix Me","",,"-6.50","Discover 3128(6)",
﻿,,"10/1/2017","Payment/Deposit","",,"","Fcf Leanfire Xt","Uncategorized","Uncategorized","",,"-74.98","Matt Checking 0451","DBT PURCHASE ON 09/30 @ 00:30 FCF*LeanFire XT FCF*LeanFire XT 87"
﻿,,"10/1/2017","Payment/Deposit","",,"","Aramark","Uncategorized","Uncategorized","",,"-25.96","Matt Checking 0451","DBT PURCHASE ON 09/30 @ 17:06 ARAMARK KAUFFMAN STADIU ARAMARK KA"
﻿,,"10/1/2017","Payment/Deposit","",,"","QT","Auto:Fuel","Auto:Fuel","",,"-21.68","Matt Checking 0451","DBT PURCHASE ON 09/30 @ 06:52 QT WIRELESS CONNECTIONS QT WIRELES"
﻿,,"10/1/2017","Payment/Deposit","",,"","Starbucks","Uncategorized","Uncategorized","",,"-13.04","Matt Checking 0451","DBT PURCHASE ON 09/30 @ 22:01 STARBUCKS STORE 10740 STARBUCKS ST"
﻿,,"10/1/2017","Payment/Deposit","",,"","Neighborhood Storage","Travel","Travel","",,"-4.90","Matt Checking 0451","DBT PURCHASE ON 09/30 @ 18:42 NEIGHBORHOOD STORE NEIGHBORHOOD ST"
﻿,,"10/1/2017","Payment/Deposit","",,"","Conoco","Uncategorized","Uncategorized","",,"-4.12","Matt Checking 0451","DBT PURCHASE ON 10/01 @ 16:38 CONOCO - SEI 27832 CONOCO - SEI 27"
﻿,,"10/1/2017","Payment/Deposit","",,"","Kcmo 11th Oak","Uncategorized","Uncategorized","",,"-3.00","Matt Checking 0451","DBT PURCHASE ON 09/29 @ 00:20 KCMO 11TH AND OAK GARAG KCMO 11TH"
﻿,,"10/1/2017","Payment/Deposit","",,"","Chipotle","Uncategorized","Uncategorized","",,"-2.26","Matt Checking 0451","DBT PURCHASE ON 09/30 @ 16:37 CHIPOTLE 0776 CHIPOTLE 0776 KANSAS"
﻿,,"10/1/2017","Payment/Deposit","",,"","Netflix.Com","Entertainment","Entertainment","",,"-9.99","Discover 3128(6)",
﻿,,"10/1/2017","Payment/Deposit","",,"","CapFedMortgage2017","Transfer:[Checking]","Transfer:[Checking]","",,"475.39","Escrow2017",
﻿,,"10/1/2017","Payment/Deposit","",,"","CapFedMortgage2017","Transfer:[Checking]","Transfer:[Checking]","",,"0.00","CapFedMortgage2017",
﻿,,"10/1/2017","Payment/Deposit","",,"","CapFedMortgage2017","Transfer:[Checking]","Transfer:[Checking]","",,"430.86","CapFedMortgage2017",
﻿,"S","10/1/2017","Payment/Deposit","Sched",,"","CapFedMortgage2017","Transfer:[CapFedMortgage2017]","Transfer:[CapFedMortgage2017]","",,"-430.86","Checking",
﻿,"S","10/1/2017","Payment/Deposit","Sched",,"","CapFedMortgage2017","Home:Mortgage:Interest","Home:Mortgage:Interest","",,"-700.68","Checking",
﻿,"S","10/1/2017","Payment/Deposit","Sched",,"","CapFedMortgage2017","Transfer:[CapFedMortgage2017]","Transfer:[CapFedMortgage2017]","",,"0.00","Checking",
﻿,"S","10/1/2017","Payment/Deposit","Sched",,"","CapFedMortgage2017","Transfer:[Escrow2017]","Transfer:[Escrow2017]","",,"-475.39","Checking",
﻿,"S","10/1/2017","Payment/Deposit","Sched",,"","CapFedMortgage2017","Fix Me","Fix Me","",,"-0.07","Checking",
﻿,"S","10/1/2017","Payment/Deposit","Sched",,"","CapFedMortgage2017","Home:Home Insurance","Home:Home Insurance","",,"0.00","Checking",
﻿,"S","10/1/2017","Payment/Deposit","Sched",,"","CapFedMortgage2017","Home:Mortgage:PMI","Home:Mortgage:PMI","",,"0.00","Checking",
﻿,"S","10/1/2017","Payment/Deposit","Sched",,"","CapFedMortgage2017","Home:Mortgage:Mortgage Fees","Home:Mortgage:Mortgage Fees","",,"0.00","Checking",
﻿,,"9/30/2017","Interest Income","",,"",,"Investments:Interest Income","Investments:Interest Income","",,"61.50","IBM Pension",""
﻿,,"9/30/2017","Payment/Deposit","",,"","Phillips 66","Auto:Fuel","Auto:Fuel","",,"-31.13","Sears 9920(29)","Odyssey"
﻿,,"9/30/2017","Payment/Deposit","",,"","Balance Adjustment","Cash","Cash","",,"-30.00","Terry Cash","bal 50"
﻿,,"9/30/2017","Payment/Deposit","",,"","Balance Adjustment","Cash","Cash","",,"-40.00","Greg Cash","bal 200"
﻿,,"9/30/2017","Payment/Deposit","",,"","Royals parking","Entertainment","Entertainment","",,"-30.00","Greg Cash",
﻿,,"9/30/2017","Payment/Deposit","",,"","Express Stop","Uncategorized","Uncategorized","",,"-31.84","Matt Checking 0451","DBT PURCHASE ON 09/30 @ 20:20 CONOCO - EXPRESS STOP CONOCO - EXP"
﻿,,"9/30/2017","Payment/Deposit","",,"","QT","Auto:Fuel","Auto:Fuel","",,"-17.62","Matt Checking 0451","DBT PURCHASE ON 09/29 @ 04:58 QT WIRELESS CONNECTIONS QT WIRELES"
﻿,,"9/30/2017","Payment/Deposit","",,"","ATM Fee","Uncategorized","Uncategorized","",,"-4.00","Matt Checking 0451",
﻿,,"9/30/2017","Payment/Deposit","",,"","QT","Auto:Fuel","Auto:Fuel","",,"-2.27","Matt Checking 0451","DBT PURCHASE ON 09/29 @ 12:52 QT 178 02001782 QT 178 02001782 KA"
﻿,,"9/30/2017","Payment/Deposit","",,"","QT","Auto:Fuel","Auto:Fuel","",,"-1.47","Matt Checking 0451","DBT PURCHASE ON 09/29 @ 03:00 QT 227 02002277 QT 227 02002277 KA"
﻿,,"9/30/2017","Payment/Deposit","",,"","ATM Fee","Uncategorized","Uncategorized","",,"-0.70","Matt Checking 0451",
﻿,,"9/30/2017","Payment/Deposit","",,"","ATM Old Metcalf 13500 Metcalf Avenue","Transfer:[Discover 3128(6)]","Transfer:[Discover 3128(6)]","",,"100.00","Matt Checking 0451","ATM OLD METCALF 13500 METCALF AVENUE OVERLAND PARKKS CARD NBR: -"
﻿,,"9/30/2017","Payment/Deposit","",,"","KC ROYALS #3 KANSAS CITY MO","Transfer:[Matt Checking 0451]","Transfer:[Matt Checking 0451]","",,"-100.00","Discover 3128(6)","ATM OLD METCALF 13500 METCALF AVENUE OVERLAND PARKKS CARD NBR: -"
﻿,,"9/30/2017","Payment/Deposit","",,"","INTEREST CREDITED DEPOSIT","Int Inc","Int Inc","",,"3.25","Checking",
﻿,,"9/30/2017","Payment/Deposit","",,"","INTEREST CREDITED DEPOSIT","Int Inc","Int Inc","",,"9.12","Savings",
﻿,,"9/30/2017","Payment/Deposit","",,"","Hen House","Groceries","Groceries","",,"-68.63","Discover 3128(6)",
﻿,,"9/30/2017","Payment/Deposit","",,"","PAPA JOHN'S #02131 816-941-2112","Dining:Family","Dining:Family","",,"-17.82","Discover 3128(6)",
﻿,,"9/30/2017","Payment/Deposit","",,"","SQ *DUNN'S CIDER MILL BELTON MO","Dining:Family","Dining:Family","",,"-30.91","Discover4221(6)",
﻿,,"9/29/2017","Interest Income","",,"",,"Investments:Interest Income","Investments:Interest Income","",,"0.24","TD IRA (Scottrade)","INT EARNED BANK DEP PROGRAM 30 DAYS @ 0.01% APYE 0.01% $.24 CR."
﻿,,"9/29/2017","Reinvest Dividend","",,"Vanguard LT TREASURY ADM","Vanguard LT TREASURY ADM","18.685 shares @ 12.199625","Investments:Reinvest Dividend","","18.685","0.00","IBM 401k Fidelity","DIVIDEND;VANG LT TREASURY ADM OQAX;as of 09/29/2017"
﻿,,"9/29/2017","Buy","",,"Vanguard LT TREASURY ADM","Vanguard LT TREASURY ADM","13.902 shares @ 12.199683","Investments:Buy","","13.902","-169.60","IBM 401k Fidelity","CONTRIBUTION;VANG LT TREASURY ADM OQAX;as of 09/29/2017"
﻿,,"9/29/2017","Buy","",,"Stable Value","Stable Value","25.937 shares @ 6.538921","Investments:Buy","","25.937","-169.60","IBM 401k Fidelity","CONTRIBUTION;INTEREST INCOME FUND OJFA;as of 09/29/2017"
﻿,,"9/29/2017","Buy","",,"WELLS FARGO HSA FDIC INSURED NOT COVERED BY SIPC","WELLS FARGO HSA FDIC INSURED NOT COVERED BY SIPC","214.62 shares @ 1.00","Investments:Buy","","214.62","-214.62","Fidelity HSA XX5575",""
﻿,,"9/29/2017","Payment/Deposit","",,"","Team Green Lawn","Uncategorized","Uncategorized","",,"522.01","Matt Checking 0451",
﻿,,"9/29/2017","Payment/Deposit","",,"","Minit Mart Nbr 11950 West 135th Street","Groceries","Groceries","",,"-142.95","Matt Checking 0451","MINIT MART #774 11950 W 135TH STREET OVERLAND PARKKS CARD NBR: -"
﻿,,"9/29/2017","Payment/Deposit","",,"","Wal-Mart","Fix Me:WalMart","Fix Me:WalMart","",,"-15.65","Matt Checking 0451","DBT PURCHASE ON 09/29 @ 22:31 WM SUPERCENTER # Wal-Mart Super Ce"
